first_key,version,region,season,vertical,click-through-event,first_dropped,impression
03231e84227b5038d1ce9c302019da8c,85af3e279da121cae410,Uncategorized,Spring,Autos,306.0,1074.0,2530.0
03231e84227b5038d1ce9c302019da8c,85af3e279da121cae410,Uncategorized,Spring,Uncategorized,0.0,20.0,23.0
03231e84227b5038d1ce9c302019da8c,85af3e279da121cae410,Uncategorized,Summer,Autos,428.0,1405.0,4229.0
03231e84227b5038d1ce9c302019da8c,85af3e279da121cae410,Uncategorized,Summer,Uncategorized,0.0,79.0,93.0
034c0fa142311896c1b1b6900487d2fb,caef0c53849a9cfc8e0d,Uncategorized,Spring,Autos,399.0,1362.0,3226.0
034c0fa142311896c1b1b6900487d2fb,caef0c53849a9cfc8e0d,Uncategorized,Spring,Uncategorized,0.0,15.0,22.0
034c0fa142311896c1b1b6900487d2fb,caef0c53849a9cfc8e0d,Uncategorized,Summer,Autos,1590.0,4960.0,13069.0
034c0fa142311896c1b1b6900487d2fb,caef0c53849a9cfc8e0d,Uncategorized,Summer,Uncategorized,0.0,84.0,94.0
0383071848070b93a8a9f0c82c06e5e4,b104b138a5d3bb0955b1,Uncategorized,Spring,Autos,398.0,1371.0,3175.0
0383071848070b93a8a9f0c82c06e5e4,b104b138a5d3bb0955b1,Uncategorized,Spring,Uncategorized,0.0,22.0,23.0
0383071848070b93a8a9f0c82c06e5e4,b104b138a5d3bb0955b1,Uncategorized,Summer,Autos,1462.0,4747.0,12668.0
0383071848070b93a8a9f0c82c06e5e4,b104b138a5d3bb0955b1,Uncategorized,Summer,Uncategorized,0.0,86.0,93.0
03eb5b9c02ee4ba11481cbf758d8c254,57ffe7b494eeb16941ce,Europe,Spring,Food & Drinks,3022.0,8427.0,29851.0
03eb5b9c02ee4ba11481cbf758d8c254,57ffe7b494eeb16941ce,Europe,Summer,Food & Drinks,0.0,0.0,7.0
03eb5b9c02ee4ba11481cbf758d8c254,57ffe7b494eeb16941ce,Europe,Winter,Food & Drinks,10849.0,41708.0,172227.0
04144cfa27dc9c3161ab34ed2a48b254,808c7375969ccb25872e,Asia,Autumn,Uncategorized,1271.0,3926.0,48305.0
04144cfa27dc9c3161ab34ed2a48b254,808c7375969ccb25872e,Asia,Hiver,Uncategorized,0.0,5.0,7.0
04144cfa27dc9c3161ab34ed2a48b254,808c7375969ccb25872e,Asia,Winter,Uncategorized,0.0,0.0,3.0
048b3d2bdbc2b43feed6090040bb5bae,57f801242adace7b4366,Uncategorized,Spring,Computers & Technology,1971.0,45706.0,322030.0
048b3d2bdbc2b43feed6090040bb5bae,57f801242adace7b4366,Uncategorized,Spring,Uncategorized,2.0,3.0,53.0
048b3d2bdbc2b43feed6090040bb5bae,57f801242adace7b4366,Uncategorized,Summer,Computers & Technology,204.0,5451.0,34333.0
048b3d2bdbc2b43feed6090040bb5bae,57f801242adace7b4366,Uncategorized,Summer,Uncategorized,0.0,0.0,92.0
049b5c09f2fc9c009cc3e7bc6e95be90,ae431695648dfe12462b,Uncategorized,Spring,Autos,1801.0,5288.0,23846.0
049b5c09f2fc9c009cc3e7bc6e95be90,ae431695648dfe12462b,Uncategorized,Spring,Uncategorized,0.0,22.0,23.0
049b5c09f2fc9c009cc3e7bc6e95be90,ae431695648dfe12462b,Uncategorized,Summer,Autos,9450.0,24117.0,162113.0
049b5c09f2fc9c009cc3e7bc6e95be90,ae431695648dfe12462b,Uncategorized,Summer,Uncategorized,0.0,81.0,95.0
050fd94fd028e2b766dcbfa5a9586d2c,9e33db02cbd24b0db593,Uncategorized,Summer,"News, People, Society & Online Communities",3146.0,31289.0,102464.0
050fd94fd028e2b766dcbfa5a9586d2c,9e33db02cbd24b0db593,Uncategorized,Summer,Uncategorized,1.0,72.0,93.0
05178c84f81eb2e72187c9468ebe9276,059d2cc975f57336aa9d,Africa,Autumn,Uncategorized,7040.0,48919.0,171835.0
05178c84f81eb2e72187c9468ebe9276,059d2cc975f57336aa9d,Africa,Summer,Uncategorized,129.0,729.0,3460.0
051f4110719df56d26eedfd5ef8e0391,2b5074b94d4020724f67,Asia,Winter,Uncategorized,1218.0,62.0,9649.0
051f4110719df56d26eedfd5ef8e0391,6f1f1ea5088826db85a0,Asia,Spring,Uncategorized,6061.0,341.0,13738.0
051f4110719df56d26eedfd5ef8e0391,6f1f1ea5088826db85a0,Asia,Summer,Uncategorized,1.0,0.0,1.0
051f4110719df56d26eedfd5ef8e0391,6f1f1ea5088826db85a0,Asia,Winter,Uncategorized,33040.0,1634.0,104034.0
051f4110719df56d26eedfd5ef8e0391,d78c218ae28f7c087a66,Asia,Winter,Uncategorized,3027.0,163.0,10947.0
054bb33a002d190fb3e13f71e8914441,c18bd4349a1ea9d1009b,Europe,Winter,Food & Drinks,513.0,4003.0,100397.0
059124aad66e1fc9293b3b8a055965d9,6f6c71fa82fd78681fe1,Europe,Autumn,Energy,6134.0,70853.0,392758.0
059124aad66e1fc9293b3b8a055965d9,6f6c71fa82fd78681fe1,Europe,Hiver,Energy,0.0,0.0,7.0
059124aad66e1fc9293b3b8a055965d9,6f6c71fa82fd78681fe1,Europe,Summer,Energy,0.0,12.0,29.0
0594aa6e9fae559ed2d58dc59f1561e6,290225b941ffa19da3d1,Europe,Autumn,Computers & Technology,0.0,0.0,1.0
05b131a95ddd572da7c0356dee31f8e8,36369a031d746aeb3235,Uncategorized,Spring,Fashion,554.0,3091.0,5897.0
05b131a95ddd572da7c0356dee31f8e8,36369a031d746aeb3235,Uncategorized,Spring,Uncategorized,1.0,3.0,9.0
05b131a95ddd572da7c0356dee31f8e8,83e1211c6ba8a4cd3b67,Uncategorized,Spring,Fashion,3676.0,37586.0,70035.0
05b131a95ddd572da7c0356dee31f8e8,83e1211c6ba8a4cd3b67,Uncategorized,Spring,Uncategorized,1.0,15.0,52.0
05b131a95ddd572da7c0356dee31f8e8,83e1211c6ba8a4cd3b67,Uncategorized,Summer,Uncategorized,0.0,11.0,53.0
05b131a95ddd572da7c0356dee31f8e8,a19e49b4b6de8faedf1c,Uncategorized,Spring,Fashion,1033.0,6031.0,11739.0
05b131a95ddd572da7c0356dee31f8e8,a19e49b4b6de8faedf1c,Uncategorized,Spring,Uncategorized,0.0,3.0,7.0
05cda4e10babb017204ac81beb4dadab,968794f630ba4c7fa0ab,Europe,Spring,Fashion,1695.0,11566.0,62867.0
05cda4e10babb017204ac81beb4dadab,968794f630ba4c7fa0ab,Europe,Summer,Fashion,0.0,0.0,3.0
05cda4e10babb017204ac81beb4dadab,968794f630ba4c7fa0ab,Europe,Winter,Fashion,2190.0,14398.0,80039.0
05fa49d47b280182d4684b9f3358ded4,9eac6e3d31ed8b6f8e00,Uncategorized,Summer,Shopping,676.0,13038.0,160508.0
05fa49d47b280182d4684b9f3358ded4,9eac6e3d31ed8b6f8e00,Uncategorized,Summer,Uncategorized,0.0,2.0,9.0
05fa49d47b280182d4684b9f3358ded4,e0b050f7e50ce40eb721,Uncategorized,Summer,Shopping,595.0,29653.0,432533.0
05fa49d47b280182d4684b9f3358ded4,e0b050f7e50ce40eb721,Uncategorized,Summer,Uncategorized,0.0,5.0,18.0
05fa49d47b280182d4684b9f3358ded4,f7e7dfffdf7f901dbbc1,Uncategorized,Summer,Uncategorized,2.0,4.0,8.0
06653b2a4fa8d2652bb7bca2100aefca,acf7bfc2db5043ca0d0b,Asia,Autumn,Energy,0.0,0.0,219.0
06653b2a4fa8d2652bb7bca2100aefca,acf7bfc2db5043ca0d0b,Asia,Summer,Energy,0.0,0.0,6.0
06653b2a4fa8d2652bb7bca2100aefca,f5ba9af421ffbf4142cf,Asia,Autumn,Energy,157118.0,513384.0,3698376.0
06653b2a4fa8d2652bb7bca2100aefca,f5ba9af421ffbf4142cf,Asia,Hiver,Energy,0.0,0.0,9.0
06653b2a4fa8d2652bb7bca2100aefca,f5ba9af421ffbf4142cf,Asia,Summer,Energy,678.0,1945.0,15058.0
06653b2a4fa8d2652bb7bca2100aefca,f5ba9af421ffbf4142cf,Asia,Winter,Energy,0.0,0.0,6.0
06879dbcd5a5e5ef4cc6a1508c5f039d,67c35bcf9cd6d70ab7a8,Americas,Winter,Uncategorized,2164.0,5065.0,50745.0
06c61d295ee77ed7085a76bac42e4bae,cdebe659bc59dd2ad745,Uncategorized,Spring,Business & Finance,1744.0,11315.0,78441.0
06c61d295ee77ed7085a76bac42e4bae,cdebe659bc59dd2ad745,Uncategorized,Spring,Uncategorized,1.0,1.0,34.0
06c61d295ee77ed7085a76bac42e4bae,cdebe659bc59dd2ad745,Uncategorized,Summer,Business & Finance,0.0,0.0,8.0
06c61d295ee77ed7085a76bac42e4bae,cdebe659bc59dd2ad745,Uncategorized,Summer,Uncategorized,0.0,0.0,84.0
0707f81d434c04cf0c628161b570de3c,fac0cdc8264e2fd33e9e,Europe,Spring,Autos,0.0,0.0,4.0
0707f81d434c04cf0c628161b570de3c,fac0cdc8264e2fd33e9e,Europe,Summer,Autos,0.0,0.0,1.0
0707f81d434c04cf0c628161b570de3c,fac0cdc8264e2fd33e9e,Europe,Winter,Autos,15363.0,44027.0,281402.0
075997e017b208dc0d637c4a97b5633d,fccc50f3dda59224d636,Asia,Summer,Uncategorized,0.0,5.0,5.0
078d4f3fd819bbe737a3a66184eaf60a,aeaa37ff1f8fab49358c,Asia,Summer,Uncategorized,0.0,3.0,3.0
078d4f3fd819bbe737a3a66184eaf60a,aeaa37ff1f8fab49358c,Asia,Winter,Uncategorized,2057.0,19790.0,80061.0
083f728f890a61983abb6fedb3aeeffd,e6ad47a59ac1636e8834,Europe,Autumn,Law & Government,0.0,0.0,2.0
08b7a12a72fb5100b27197c39bab1b70,1ed9ae691708c1f0de66,Uncategorized,Spring,Food & Drinks,377.0,8011.0,83694.0
08b7a12a72fb5100b27197c39bab1b70,1ed9ae691708c1f0de66,Uncategorized,Spring,Uncategorized,5.0,10.0,37.0
08b7a12a72fb5100b27197c39bab1b70,1ed9ae691708c1f0de66,Uncategorized,Summer,Food & Drinks,0.0,0.0,2.0
08b7a12a72fb5100b27197c39bab1b70,418a0737ad500fc4c412,Uncategorized,Spring,Food & Drinks,38.0,701.0,6288.0
08b7a12a72fb5100b27197c39bab1b70,418a0737ad500fc4c412,Uncategorized,Spring,Uncategorized,1.0,1.0,11.0
08b7a12a72fb5100b27197c39bab1b70,418a0737ad500fc4c412,Uncategorized,Summer,Food & Drinks,356.0,7609.0,77384.0
08b7a12a72fb5100b27197c39bab1b70,418a0737ad500fc4c412,Uncategorized,Summer,Uncategorized,1.0,6.0,31.0
08b7a12a72fb5100b27197c39bab1b70,4a2ec2fa4c52e9952761,Uncategorized,Spring,Food & Drinks,11.0,1537.0,25647.0
08b7a12a72fb5100b27197c39bab1b70,4a2ec2fa4c52e9952761,Uncategorized,Spring,Uncategorized,4.0,17.0,34.0
08b7a12a72fb5100b27197c39bab1b70,4a2ec2fa4c52e9952761,Uncategorized,Summer,Food & Drinks,0.0,0.0,11.0
08b7a12a72fb5100b27197c39bab1b70,8bff897cd21870f5d6b5,Uncategorized,Summer,Food & Drinks,916.0,18121.0,115083.0
08b7a12a72fb5100b27197c39bab1b70,8bff897cd21870f5d6b5,Uncategorized,Summer,Uncategorized,0.0,16.0,96.0
08b7a12a72fb5100b27197c39bab1b70,fc15a95f210b2bbd7548,Uncategorized,Summer,Food & Drinks,1.0,424.0,1791.0
08b7a12a72fb5100b27197c39bab1b70,fc15a95f210b2bbd7548,Uncategorized,Summer,Uncategorized,0.0,0.0,7.0
08edb55600bc8c66751de803f23d1d5b,d7b1925af97e2d461d67,Asia,Autumn,Uncategorized,689.0,8273.0,39333.0
097b04b65ad1608a869f2fb08909a612,605cf71ab55fc88a0ed5,Uncategorized,Spring,Food & Drinks,8708.0,23579.0,105338.0
097b04b65ad1608a869f2fb08909a612,605cf71ab55fc88a0ed5,Uncategorized,Spring,Uncategorized,1.0,1.0,15.0
097b04b65ad1608a869f2fb08909a612,605cf71ab55fc88a0ed5,Uncategorized,Summer,Food & Drinks,26825.0,72788.0,243397.0
097b04b65ad1608a869f2fb08909a612,605cf71ab55fc88a0ed5,Uncategorized,Summer,Uncategorized,1.0,5.0,105.0
09d86d1539357a20fd04a53d000e8471,7a027414e66bcd00c211,Uncategorized,Spring,Autos,521.0,1565.0,7573.0
09d86d1539357a20fd04a53d000e8471,7a027414e66bcd00c211,Uncategorized,Spring,Uncategorized,0.0,20.0,23.0
09d86d1539357a20fd04a53d000e8471,7a027414e66bcd00c211,Uncategorized,Summer,Autos,2073.0,5226.0,38581.0
09d86d1539357a20fd04a53d000e8471,7a027414e66bcd00c211,Uncategorized,Summer,Uncategorized,0.0,81.0,93.0
0a07d52dcaa5c11f36b0bec4c4fbddd7,a34d26f29e93df8e27e5,Uncategorized,Spring,Uncategorized,3.0,4.0,14.0
0a07d52dcaa5c11f36b0bec4c4fbddd7,cff6b4e315bdd22b908f,Africa,Spring,Uncategorized,22791.0,65055.0,143692.0
0a07d52dcaa5c11f36b0bec4c4fbddd7,cff6b4e315bdd22b908f,Africa,Summer,Uncategorized,0.0,0.0,10.0
0a07d52dcaa5c11f36b0bec4c4fbddd7,cff6b4e315bdd22b908f,Uncategorized,Spring,Arts & Entertainment & Books & Literature,1008.0,3559.0,9175.0
0a07d52dcaa5c11f36b0bec4c4fbddd7,cff6b4e315bdd22b908f,Uncategorized,Spring,Uncategorized,1.0,1.0,31.0
0a07d52dcaa5c11f36b0bec4c4fbddd7,cff6b4e315bdd22b908f,Uncategorized,Summer,Arts & Entertainment & Books & Literature,0.0,0.0,11.0
0a07d52dcaa5c11f36b0bec4c4fbddd7,cff6b4e315bdd22b908f,Uncategorized,Summer,Uncategorized,0.0,0.0,76.0
0af82b2f6969936ff5d498907a733106,92d0724ccdf4f35fce7c,Asia,Summer,Uncategorized,0.0,3.0,3.0
0b1ee11406e97cc6fb4229deeb19e6b7,5bd6816b0c2e94c1ffca,Uncategorized,Summer,Law & Government,2941.0,81120.0,206852.0
0b1ee11406e97cc6fb4229deeb19e6b7,5bd6816b0c2e94c1ffca,Uncategorized,Summer,Uncategorized,4.0,6.0,137.0
0b21c19bb7af0a231a35be9d6659434e,91d0efe89f5f349f2321,Europe,Autumn,Arts & Entertainment & Books & Literature,100.0,6069.0,25813.0
0b21c19bb7af0a231a35be9d6659434e,91d0efe89f5f349f2321,Europe,Summer,Arts & Entertainment & Books & Literature,0.0,0.0,1.0
0baf6bc1f3b5c0d8b836e046e7088d1a,eb5841e2c7ed999a9253,Uncategorized,Summer,Business & Finance,9419.0,27176.0,159746.0
0baf6bc1f3b5c0d8b836e046e7088d1a,eb5841e2c7ed999a9253,Uncategorized,Summer,Uncategorized,13.0,3.0,47.0
0be8c2511ca774c4155421201a11ec65,50a1d47e84773669c1a4,Europe,Autumn,"Beauty, Fitness & Health",0.0,32.0,152.0
0be8c2511ca774c4155421201a11ec65,50a1d47e84773669c1a4,Europe,Hiver,"Beauty, Fitness & Health",0.0,1066.0,3703.0
0be8c2511ca774c4155421201a11ec65,50a1d47e84773669c1a4,Europe,Winter,"Beauty, Fitness & Health",0.0,0.0,4.0
0c7ac815dc9da1be52fcf2d2e8b6e8a5,8cc7f2639e237d875f6d,Asia,Autumn,Uncategorized,3.0,47.0,9736.0
0c7ac815dc9da1be52fcf2d2e8b6e8a5,e786434add46df63f306,Asia,Autumn,Uncategorized,5.0,102.0,16346.0
0c808f9e33d10b1b728e0f0a3193bbdf,577a2a609bff8efa09d3,Europe,Spring,Home & Garden,0.0,0.0,6.0
0c808f9e33d10b1b728e0f0a3193bbdf,577a2a609bff8efa09d3,Europe,Summer,Home & Garden,0.0,2.0,2.0
0c808f9e33d10b1b728e0f0a3193bbdf,577a2a609bff8efa09d3,Europe,Winter,Home & Garden,371.0,4527.0,10318.0
0cf3c4037d69cf2f0eff0f86babb7c7a,162a129648755036788e,Uncategorized,Summer,"News, People, Society & Online Communities",389.0,7708.0,55127.0
0cf3c4037d69cf2f0eff0f86babb7c7a,162a129648755036788e,Uncategorized,Summer,Uncategorized,1.0,80.0,95.0
0d0482d48a432ec2f2e535e9c48ed263,10749247e48a32a2b206,Uncategorized,Summer,Business & Finance,443.0,3713.0,37008.0
0d0482d48a432ec2f2e535e9c48ed263,10749247e48a32a2b206,Uncategorized,Summer,Uncategorized,1.0,1.0,30.0
0d1e6d7e1c75dfe5b7c843ad5992fa56,64000c04b5646692c6c8,Europe,Autumn,Food & Drinks,0.0,5177.0,15310.0
0d1e6d7e1c75dfe5b7c843ad5992fa56,64000c04b5646692c6c8,Europe,Hiver,Food & Drinks,0.0,2204.0,6136.0
0d1e6d7e1c75dfe5b7c843ad5992fa56,64000c04b5646692c6c8,Europe,Winter,Food & Drinks,0.0,0.0,4.0
0d1e6d7e1c75dfe5b7c843ad5992fa56,6d9234400febe9101aa6,Europe,Autumn,Food & Drinks,0.0,3.0,83.0
0d2b0215dbe3bc4bd04d6a3897dc32af,76ecaf575e62482171e7,Asia,Autumn,Uncategorized,0.0,0.0,1.0
0d2b0215dbe3bc4bd04d6a3897dc32af,cd63383eee0ca0998648,Asia,Autumn,Uncategorized,0.0,0.0,4.0
0d2b0215dbe3bc4bd04d6a3897dc32af,cd63383eee0ca0998648,Asia,Summer,Uncategorized,0.0,0.0,3.0
0d8ec45916d7c8ce04b4bbab6251cb24,9a7b7fc66662ead15895,Asia,Spring,Uncategorized,317.0,5550.0,26320.0
0d8ec45916d7c8ce04b4bbab6251cb24,9a7b7fc66662ead15895,Asia,Summer,Uncategorized,19.0,460.0,2000.0
0d8ec45916d7c8ce04b4bbab6251cb24,9a7b7fc66662ead15895,Uncategorized,Spring,"Beauty, Fitness & Health",413.0,7825.0,36290.0
0d8ec45916d7c8ce04b4bbab6251cb24,9a7b7fc66662ead15895,Uncategorized,Spring,Uncategorized,0.0,3.0,36.0
0d8ec45916d7c8ce04b4bbab6251cb24,9a7b7fc66662ead15895,Uncategorized,Summer,"Beauty, Fitness & Health",35.0,672.0,3470.0
0d8ec45916d7c8ce04b4bbab6251cb24,9a7b7fc66662ead15895,Uncategorized,Summer,Uncategorized,0.0,2.0,96.0
0db82f2a77ac4ae722cc54e8cee5e513,66a85d1ba5bbe0555d23,Uncategorized,Spring,Law & Government,456.0,4045.0,22394.0
0db82f2a77ac4ae722cc54e8cee5e513,66a85d1ba5bbe0555d23,Uncategorized,Spring,Uncategorized,1.0,12.0,29.0
0db82f2a77ac4ae722cc54e8cee5e513,66a85d1ba5bbe0555d23,Uncategorized,Summer,Law & Government,88.0,631.0,3774.0
0db82f2a77ac4ae722cc54e8cee5e513,66a85d1ba5bbe0555d23,Uncategorized,Summer,Uncategorized,0.0,41.0,98.0
0dce6842edbc060a99c1f902caa10d57,626525cc27ebf6c546d9,Europe,Autumn,Food & Drinks,0.0,6483.0,19252.0
0dce6842edbc060a99c1f902caa10d57,626525cc27ebf6c546d9,Europe,Hiver,Food & Drinks,0.0,2981.0,9009.0
0dce6842edbc060a99c1f902caa10d57,626525cc27ebf6c546d9,Europe,Summer,Food & Drinks,0.0,3.0,4.0
0dce6842edbc060a99c1f902caa10d57,626525cc27ebf6c546d9,Europe,Winter,Food & Drinks,0.0,0.0,5.0
0dce6842edbc060a99c1f902caa10d57,ab7a090571ea773095c7,Europe,Autumn,Food & Drinks,0.0,3.0,44.0
0e7cc7b994045d985034e8879c082808,501e838c17682b5163ab,Europe,Summer,Fashion,0.0,1.0,1.0
0eec313fa2b61c8cbf9e87990ee0b511,6c0be2889e57c40312e8,Europe,Autumn,Fashion,244.0,4497.0,24283.0
0eec313fa2b61c8cbf9e87990ee0b511,6c0be2889e57c40312e8,Europe,Summer,Fashion,0.0,0.0,1.0
10371d1bc042caf0949a372b05f2175e,674468beb3b0024c0231,Europe,Winter,Food & Drinks,245.0,1053.0,25130.0
1040c5f22d25e6bc58f888d1f9663096,1f36a8f9a987993c1f52,Asia,Autumn,Uncategorized,1.0,32.0,1245.0
1040c5f22d25e6bc58f888d1f9663096,97656395fb88ed95cd6c,Asia,Autumn,Uncategorized,134.0,1657.0,55879.0
1076a66d17793c7a30313f9635e58a2b,28eb5baa7bf5d296e213,Asia,Autumn,Uncategorized,2020.0,17561.0,107665.0
1076a66d17793c7a30313f9635e58a2b,28eb5baa7bf5d296e213,Asia,Hiver,Uncategorized,656.0,5766.0,36654.0
1076a66d17793c7a30313f9635e58a2b,28eb5baa7bf5d296e213,Asia,Summer,Uncategorized,0.0,0.0,2.0
1076a66d17793c7a30313f9635e58a2b,28eb5baa7bf5d296e213,Asia,Winter,Uncategorized,0.0,0.0,6.0
115408be2972e0b03b66956de2c94e25,97c8175e64a46abc7e75,Uncategorized,Spring,Food & Drinks,877.0,3864.0,30780.0
115408be2972e0b03b66956de2c94e25,97c8175e64a46abc7e75,Uncategorized,Spring,Uncategorized,3.0,3.0,61.0
115408be2972e0b03b66956de2c94e25,97c8175e64a46abc7e75,Uncategorized,Summer,Food & Drinks,1.0,1.0,3.0
115408be2972e0b03b66956de2c94e25,97c8175e64a46abc7e75,Uncategorized,Summer,Uncategorized,0.0,0.0,76.0
126699cb31d4fe3e443980c0fa16db9e,45874822fbfef163d2d8,Americas,Autumn,Uncategorized,397.0,2672.0,8945.0
126699cb31d4fe3e443980c0fa16db9e,45874822fbfef163d2d8,Americas,Hiver,Uncategorized,0.0,0.0,1.0
126699cb31d4fe3e443980c0fa16db9e,45874822fbfef163d2d8,Asia,Autumn,Uncategorized,50.0,511.0,2014.0
126699cb31d4fe3e443980c0fa16db9e,45874822fbfef163d2d8,Asia,Hiver,Uncategorized,0.0,0.0,1.0
126699cb31d4fe3e443980c0fa16db9e,45874822fbfef163d2d8,Europe,Autumn,Uncategorized,187.0,1700.0,5588.0
126699cb31d4fe3e443980c0fa16db9e,45874822fbfef163d2d8,Uncategorized,Autumn,Uncategorized,1.0,1.0,1.0
12a2ed028983b36fc081048739a349c9,b6d1b5d365ce2db9c2ed,Africa,Autumn,Uncategorized,4638.0,13561.0,135946.0
12a2ed028983b36fc081048739a349c9,b6d1b5d365ce2db9c2ed,Africa,Summer,Uncategorized,0.0,0.0,2.0
1365a7a80bbe9d22560ee5f029faf94b,2c81c10ec8050b61afaf,Americas,Autumn,Food & Drinks,0.0,0.0,12.0
1365a7a80bbe9d22560ee5f029faf94b,2c81c10ec8050b61afaf,Americas,Summer,Food & Drinks,0.0,0.0,4.0
13ddc07f022551c595069fcb0b8023f7,5d8a1c88b15888a4c842,Americas,Summer,Uncategorized,2.0,0.0,2.0
13df888e8a70a40f5a6698aff177be1e,95bc4828c5aed96e8f7e,Asia,Autumn,Uncategorized,6146.0,51233.0,152844.0
13df888e8a70a40f5a6698aff177be1e,95bc4828c5aed96e8f7e,Asia,Hiver,Uncategorized,3425.0,28051.0,62418.0
13df888e8a70a40f5a6698aff177be1e,95bc4828c5aed96e8f7e,Asia,Winter,Uncategorized,0.0,0.0,5.0
13e9ca56fe9f325bd229dff10bd9d4ca,865c25e19e0bbf65ee30,Asia,Autumn,Uncategorized,0.0,0.0,2.0
140322a887f50a9fb74141771658e1ae,4e7859c8cd6e34a8d9fb,Americas,Spring,Food & Drinks,4991.0,535.0,53706.0
140322a887f50a9fb74141771658e1ae,4e7859c8cd6e34a8d9fb,Americas,Summer,Food & Drinks,7.0,0.0,7.0
1408bd53508af3c5c28eafe591ca2555,698bd9f4dcb7c9bd4a8a,Americas,Autumn,Uncategorized,19122.0,83773.0,1775116.0
1408bd53508af3c5c28eafe591ca2555,698bd9f4dcb7c9bd4a8a,Uncategorized,Autumn,Uncategorized,7581.0,26664.0,483913.0
1408bd53508af3c5c28eafe591ca2555,698bd9f4dcb7c9bd4a8a,Uncategorized,Hiver,Uncategorized,0.0,0.0,11.0
1408bd53508af3c5c28eafe591ca2555,698bd9f4dcb7c9bd4a8a,Uncategorized,Summer,Uncategorized,0.0,0.0,3.0
1408bd53508af3c5c28eafe591ca2555,698bd9f4dcb7c9bd4a8a,Uncategorized,Winter,Uncategorized,0.0,0.0,47.0
1479ebb69e8e685f39abce97584bdd62,0639b0d72ab20690b1ee,Africa,Spring,Uncategorized,1925.0,6166.0,17429.0
1479ebb69e8e685f39abce97584bdd62,0639b0d72ab20690b1ee,Africa,Summer,Uncategorized,0.0,0.0,2.0
1479ebb69e8e685f39abce97584bdd62,0639b0d72ab20690b1ee,Uncategorized,Spring,Arts & Entertainment & Books & Literature,885.0,3281.0,8629.0
1479ebb69e8e685f39abce97584bdd62,0639b0d72ab20690b1ee,Uncategorized,Spring,Uncategorized,2.0,3.0,43.0
1479ebb69e8e685f39abce97584bdd62,0639b0d72ab20690b1ee,Uncategorized,Summer,Arts & Entertainment & Books & Literature,0.0,0.0,5.0
1479ebb69e8e685f39abce97584bdd62,0639b0d72ab20690b1ee,Uncategorized,Summer,Uncategorized,0.0,0.0,76.0
14867f9bb5ae1957071783be6bd84c4e,c8b087369b9bd8b6c60e,Asia,Autumn,Uncategorized,15.0,353.0,1559.0
